ɟàrtíꜜkɔ́ŋk,[]
gúːgúɲàrí,['Verb']
kɔ̀ːníjŋ,[]
ègèr,[]
ɓɛ̀ːlɛ́,[]
wòrí,"['Noun', 'Noun', 'Noun']"
pìdɛ́lꜜáꜜ,[]
ɗɔ́kún,[]
gɔ́ːtá,[]
cìgágá,[]
Má,[]
ɗìːrárkɔ́ːꜜ,['Verb']
átꜜ,[]
gònáːŋ,[]
wàːlóːk,[]
wòsɛ̀jɗìkí,[]
ánɛ̀,[]
lòkòːcútɔ́ꜜ,[]
wáːcíɛ́,[]
ŋáːkàrí,"['Adjective', 'Adjective']"
cɛ́ꜜ,[]
wártûn,[]
láláŋíɗí,[]
òɗúkɛ́,[]
kɔ́ŋk,['Determiner']
óbíkꜜíŋ,[]
ìcí,[]
wáːjánꜜ,['Noun']
gòróː,[]
mùríːꜜ,['Verb']
gwácꜜé,[]
ɗɛ̀,[]
kóllóɟɛ̌ːr,['Verb']
kàːkàcíː,[]
étꜜôŋk,[]
ŋùːlé,[]
pìrkí,['Verb']
tèːmú,[]
pìdɛ́làkôŋk,[]
òláːtꜜɛ́,[]
cìnɛ̂ːŋ,[]
gáɓígíɗɛ̀,[]
gòn,['Verb']
gàbìjôj,['Noun']
dɛ̀nɛ́rkîɗ,['Participle']
ɓòkòtɛ́ꜜ,[]
làkɛ́ꜜ,['Verb']
dàkɛ́kój,[]
nɛ̀ːkɛ́,"['Particle', 'Particle']"
áːrɛ́,['Noun']
gɔ̀rɔ̀,[]
mɛ̀lkì,['Verb']
ɗɛ̀pɛ̂ː,['Noun']
gàjáːŋ,[]
hàbtáːmǔːk,['Noun']
béŋcè,[]
cɛ̀ːgà,['personal pronoun']
kɛ̀ːɗáːŋ,[]
tàmáːŋ,[]
òmáːjꜜ,[]
bɛ̀ːlɛ́,[]
mɛ́lɛ́ːɗà,[]
cìgì,[]
dɛ̀ná,[]
ŋɛ́ːwɛ́nꜜŋɔ́ŋk,[]
tɔ́cɛ̀,"['Adverb', 'Intransitive verb']"
dɔ́ːtɛ́k,[]
ɔ̀gɔ̀,['Determiner']
àmbàbɛ̀ːɗ,[]
cànɛ̀r,['Verb']
àɗùɗùŋár,[]
nɛ́ːkɛ̀,[]
tònúrgúdɔ́ꜜ,[]
báŋꜜí,[]
árík,"['Noun', 'Verb']"
jɛ̀jáːŋ,[]
cìnɛ̀ːk,[]
ɓɔ̀rɛ̌,['Noun']
góːŋk,['Possessive pronoun']
órkán,['Noun']
ɟɔ́k,['Noun']
má,[]
tɛ́m,['Adjective']
gòdě,[]
áníŋ,[]
kɛ́jnꜜrɛ́,[]
dɛ́nɗíkàrí,[]
áːwójánꜜ,['Verb']
mɛ̀ríàk,[]
áꜜmókótóꜜ,[]
nɔ̀móː,[]
ɗɛ̀jɛ́,['Verb']
dɛ̀dɛ̀nìn,[]
ŋédán,['Noun']
mɛ̀lɛ̀ɗ,"['Verb', 'Verb']"
èːɟɛ́ːk,['Noun']
tɛ̀mírt,[]
tùrgùmɛ́ꜜ,[]
tékáːnéːrꜜ,[]
nɔ̀,"['Coordinating conjunction', 'Coordinating conjunction']"
cɛ́ːk,[]
òkócá cìgì,[]
kèːɟáːŋ,[]
ɗéꜜ,['Adverb']
kán,[]
jǐː,[]
mɛ̀lɛ́,['Verb']
kɔ́ɟúrúrꜜúŋ,['Verb']
bàːbúj,['Noun']
ìɟáːgꜜɛ́,[]
òːlɛ́,[]
céːŋkꜜ,[]
dɛ̀nìn,['Verb']
áɲꜜ,['Noun']
ìn bàtákꜜɛ́,['Verb']
ŋǎːrŋ,[]
géttàŋk,['Noun']
kójòŋkúk,[]
áɗórɔ́n,['Negative']
wàɗ,[]
kòɓú,['Verb']
kòɓún,[]
ɗákɛ́ɗàk,[]
nàːràk,[]
ǐːn,"['personal pronoun', 'personal pronoun']"
ɲòn,['Noun']
bàlàːkà,['Verb']
kóːꜜ,[]
ìːnákꜜ,['personal pronoun']
kɛ̀ːɗá pàːrkúːnà,[]
láːgáɲꜜáːŋ,[]
cìnɔ́ːꜜnɛ̂,[]
jògùkú,['Verb']
cɔ̀,[]
ŋàːrk,[]
típír,[]
jéːmɛ̀,[]
gírójkêːn,[]
dámúꜜ,[]
ɗòːrú,[]
pɛ́ːj,[]
cǒːjk,[]
rèrèráːŋ,['Intransitive verb']
rɛ̀ːrɛ̀mkúnꜜ,[]
rɔ́ríɔ́n nɛ̀ːkɛ́k,[]
ád,['Noun']
ìntá,[]
cêːk,[]
rɛ́bɛ́cꜜkáːnákꜜík,['Noun']
